id_company,company_logo,company_name,chart_link,about_company,website,nse_profile,bse_profile,face_value,book_value,roce_percentage,roe_percentage,id_ratio,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,composite_quality_score,year_num,id,company_id_market,year_market,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct
GAIL,https://mkt.in/static/mkt-icons/nifty100/GAIL.png,GAIL (India) Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AGAIL,"Incorporated in 1984, GAIL, a Government of India undertaking, is an integrated natural gas company in India. It owns over 11,500 km of natural gas pipelines, over 2300 km of LPG pipelines, six LPG gas-processing units and a petrochemicals facility. It also has a joint-venture interest in Petronet LNG Ltd, Ratnagiri Gas and Power Pvt Ltd, and in the CGD business in several cities",https://gailonline.com/,https://www.nseindia.com/get-quotes/equity?symbol=GAIL,https://www.bseindia.com/stock-share-price/gail-india-ltd/GAIL/532155/,10.0,127.0,14.7,14.0,423.0,GAIL,Mar 2024,7.430000000000001,11.0,12.86,0.283,23.6245,1.0681,4360.0,8226.0,15.0,1.1711,37.0,21794.0,12586.0,9.1268267432707,7.727301367309192,50.73,2024.0,198,GAIL,2024,1531867.57,1613856.89,25.84,9.54,33.07,0.31
GODREJCP,https://mkt.in/static/mkt-icons/nifty100/GODREJCP.png,Godrej Consumer Products Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AGODREJCP,"Godrej Consumer Products Limited is an Indian Multinational consumer goods company based in Mumbai, India. GCPL's products include soap, hair colourants, toiletries and liquid detergents.",https://www.godrejcp.com/,https://www.nseindia.com/get-quotes/equity?symbol=GODREJCP,https://www.bseindia.com/stock-share-price/godrej-consumer-products-ltd/godrejcp/532424/,1.0,119.0,26.49,6.77,435.0,GODREJCP,Mar 2024,-3.98,21.0,-4.45,0.2558,2.4129,0.7664,-1365.0,3435.0,-5.0,12.351,,3222.0,2070.0,7.423727060784069,,,2024.0,204,GODREJCP,2024,1327797.2,1350416.57,33.59,8.07,23.55,3.09
GRASIM,https://mkt.in/static/mkt-icons/nifty100/GRASIM.png,Grasim Industries Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Grasim Industries Limited is the flagship company of the Aditya Birla group, it ranks amongst India's largest private sector companies. On standalone basis, GIL's core businesses comprise of viscose Staple fibre (VSF), caustic soda, speciality chemicals, rayon-grade wood pulp (RGWP) with plants at multiple locations. It also has certain other businesses such as fertiliser, textile",https://www.grasim.com/,https://www.nseindia.com/get-quotes/equity?symbol=GRASIM,https://www.bseindia.com/stock-share-price/grasim-industries-ltd/GRASIM/500300/,2.0,1411.0,9.3,6.9,447.0,GRASIM,Mar 2024,7.580000000000001,21.0,11.2,1.5471,3.0158,0.3178,-33833.0,23114.0,85.0,66.6564,12.0,137155.0,-10719.0,15.090977827591324,9.178590535646913,50.31,2024.0,210,GRASIM,2024,478951.82,601673.21,79.35,5.68,15.23,0.98
HAL,https://mkt.in/static/mkt-icons/nifty100/HAL.png,Hindustan Aeronautics Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Hindustan Aeronautics is engaged in the business of Manufacture of Aircraft and Helicopters and Repair, Maintenance of Aircraft and Helicopters",https://hal-india.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=HAL,https://www.bseindia.com/stock-share-price/hindustan-aeronautics-ltd/HAL/541154/,5.0,465.0,38.9,28.9,455.0,HAL,Mar 2024,25.0,32.0,3816.58,0.6181,270.8837,67.5133,1814.0,6412.0,114.0,3.98,31.0,123.0,8226.0,7.0715837352514965,8.82102728490648,72.8,2024.0,216,HAL,2024,2643616.86,3140281.78,71.89,3.65,8.76,2.77
HAVELLS,https://mkt.in/static/mkt-icons/nifty100/HAVELLS.png,Havells India Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Havells India Limited is a leading Fast Moving Electrical Goods (FMEG) Company and a major power distribution equipment manufacturer with a strong global presence.
It enjoys enviable market dominance across a wide spectrum of products, including Industrial & Domestic Circuit Protection Devices, Cables & Wires, Motors, Fans, Modular Switches, Home Appliances, Air Conditioners, Electric Water Heaters, Power Capacitors, Luminaires for Domestic, Commercial and Industrial",https://havells.com/,https://www.nseindia.com/get-quotes/equity?symbol=HAVELLS,https://www.bseindia.com/stock-share-price/havells-india-ltd/HAVELLS/517354/,1.0,124.0,24.4,18.0,467.0,HAVELLS,Mar 2024,6.84,10.0,17.07,0.0407,25.3571,1.4952,335.0,1618.0,20.0,11.8206,44.0,303.0,1953.0,9.095733038077537,7.375774829170223,55.18,2024.0,222,HAVELLS,2024,2521508.87,2620805.22,45.41,14.08,30.73,2.6
HCLTECH,https://mkt.in/static/mkt-icons/nifty100/HCLTECH.png,HCL Technologies Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"HCL Tech is a leading global IT services company, which is ranked amongst the top five Indian IT services companies in terms of revenues. Since its inception into the global landscape after its IPO in 1999, HCL Tech has focused on transformational outsourcing, and offers an integrated portfolio of services including software-led IT solutions, remote infrastructure management, engineering and R&D services and BPO. The company leverages its extensive global offshore infrastructure and network of offices in 46 ",https://www.hcltech.com/,https://www.nseindia.com/get-quotes/equity?symbol=HCLTECH,https://www.bseindia.com/stock-share-price/hcl-technologies-ltd/HCLTECH/532281/,2.0,254.0,29.6,23.3,478.0,HCLTECH,Mar 2024,14.29,22.0,23.01,0.0844,46.4611,1.1102,15840.0,6608.0,58.0,12.5715,90.0,5758.0,22448.0,14.171422760513487,13.140400280754406,79.19,2024.0,228,HCLTECH,2024,412593.29,461362.25,63.63,5.44,31.21,1.99
HDFCBANK,"https://mkt.in/static/mkt-icons/nifty100/HDFCBANK.png
",HDFC Bank Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHDFCBANK,"HDFC Bank Limited (also known as HDFC) is an Indian banking and financial services company headquartered in Mumbai. It is India's largest private sector bank by assets and the world's tenth-largest bank by market capitalization as of May 2024.
As of April 2024, HDFC Bank has a market capitalization of $145 billion, making it the third-largest company on the Indian stock exchanges",http://www.hdfcbank.com/,https://www.nseindia.com/get-quotes/equity?symbol=HDFCBANK,https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/HDFCBANK/500180/,1.0,601.0,7.67,17.1,490.0,HDFCBANK,Mar 2024,23.07,-44685.0,14.34,6.8088,1.4008,0.0704,35669.0,16600.0,84.0,60.0521,23.0,3107503.0,19069.0,20.684308275577834,22.688572169378183,74.34,2024.0,234,HDFCBANK,2024,808359.03,976938.14,49.42,4.4,22.54,4.33
HDFCLIFE,https://mkt.in/static/mkt-icons/nifty100/HDFCLIFE.png,HDFC Life Insurance Company Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHDFCLIFE,HDFC Life Insurance Company is engaged in carrying on the business of life insurance. The Company offers a range of individual and group insurance solutions.,http://www.hdfclife.com/,https://www.nseindia.com/get-quotes/equity?symbol=HDFCLIFE,https://www.bseindia.com/stock-share-price/hdfc-life-insurance-company-ltd/HDFCLIFE/540777/,10.0,73.0,6.61,11.4,502.0,HDFCLIFE,Mar 2024,1.55,531.0,10.73,0.0648,192.2895,0.3353,-2893.0,13614.0,7.0,0.6818,27.0,950.0,10721.0,19.68416652339917,12.124300302065084,58.76,2024.0,240,HDFCLIFE,2024,47027.6,42921.31,50.59,11.28,31.63,3.22
HEROMOTOCO,https://mkt.in/static/mkt-icons/nifty100/HEROMOTOCO.png,"Hero MotoCorp Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHEROMOTOCO,"Hero Moto Corp earlier also known as \""Hero Honda\"" is one of India's first motorcycle manufacturers.
The company started in 1984 as a Technological collaboration with Honda, Japan. Before this collaboration, Hero was selling Cycles under the brand name, Hero Cycles.",http://www.heromotocorp.com/,https://www.nseindia.com/get-quotes/equity?symbol=HEROMOTOCO,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/HEROMOTOCO/500182/,2.0,951.0,29.1,22.0,513.0,HEROMOTOCO,Mar 2024,9.9,5235.0,21.14,0.0342,47.2685,1.4449,3095.0,1828.0,187.0,44.2475,75.0,606.0,4923.0,4.104001615840858,5.936862676941823,55.91,2024.0,246,HEROMOTOCO,2024,1593400.88,1475343.49,53.86,12.6,28.27,1.91
HINDALCO,https://mkt.in/static/mkt-icons/nifty100/HINDALCO.png,Hindalco Industries Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AHINDALCO,"Incorporated in 1958, Hindalco Industries Ltd. is a flagship company of the Aditya Birla Group. The Co and its subsidiaries are primarily engaged in the production of Aluminium and Copper. It is also
engaged in the manufacturing of aluminium sheet, extrusion and light gauge products for use in packaging markets like beverage and food, can and foil products, etc.",http://www.hindalco.com/,https://www.nseindia.com/get-quotes/equity?symbol=HINDALCO,https://www.bseindia.com/stock-share-price/hindalco-industries-ltd/HINDALCO/500440/,1.0,153.0,11.3,10.2,525.0,HINDALCO,Mar 2024,4.7,23872.0,9.569999999999999,0.5309,126.4654,0.936,9789.0,14267.0,45.0,47.8135,8.0,56356.0,24056.0,9.424055656737607,11.699102037847965,47.74,2024.0,252,HINDALCO,2024,722281.1,656285.92,56.45,9.32,27.63,0.98
HINDUNILVR,https://mkt.in/static/mkt-icons/nifty100/HINDUNILVR.png,"Hindustan Unilever Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AHINDUNILVR,"Hindustan Unilever is in the FMCG business comprising primarily of Home Care, Beauty & Personal Care and Foods & Refreshment segments. The Company has manufacturing facilities across the country and sells primarily in India.",http://www.hul.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=HINDUNILVR,https://www.bseindia.com/stock-share-price/hindustan-unilever-ltd/HINDUNILVR/500696/,1.0,216.0,27.2,20.2,537.0,HINDUNILVR,Mar 2024,16.61,14659.0,20.07,0.029,57.847,0.7886,10145.0,5324.0,44.0,21.7949,96.0,1484.0,15469.0,7.832230713093313,9.369522756745852,68.74,2024.0,258,HINDUNILVR,2024,548890.59,587463.38,34.51,11.88,7.52,4.32
ICICIBANK,https://mkt.in/static/mkt-icons/nifty100/ICICIBANK.png,ICICI Bank Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AICICIBANK,"ICICI Bank is the second-largest private sector bank in India offering a diversified portfolio of financial products and services to retail, SME and corporate customers. The Bank has an extensive network of branches, ATMs and other touch-points",http://www.icicibank.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIBANK,https://www.bseindia.com/stock-share-price/icici-bank-ltd/ICICIBANK/532174/,2.0,365.0,7.6,18.8,549.0,ICICIBANK,Mar 2024,28.89,-14152.0,17.99,6.4456,1.3009,0.0675,12547.0,144737.0,63.0,18.2309,16.0,1651008.0,157284.0,12.218358333209721,14.76520128002361,64.97,2024.0,264,ICICIBANK,2024,1319221.86,1598760.1,25.76,6.2,38.28,3.43
ICICIGI,https://mkt.in/static/mkt-icons/nifty100/ICICIGI.png,ICICI Lombard General Insurance Company Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AICICIGI,ICICI Lombard General Insurance Co. Ltd is one of the leading and established private sector general insurance companies in India. It offers a well-diversified range of products and risk management solutions through multiple distribution channels,http://www.icicilombard.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIGI,https://www.bseindia.com/stock-share-price/icici-lombard-general-insurance-company-ltd/ICICIGI/540716/,10.0,275.0,22.5,17.0,561.0,ICICIGI,Mar 2024,9.370000000000001,2577.0,15.72,0.0029,160.0268,0.3236,486.0,1921.0,39.0,2.4757,28.0,35.0,2407.0,15.97765224573795,16.639454275371392,72.69,2024.0,270,ICICIGI,2024,1271789.21,1382030.89,49.0,7.86,36.96,3.46
ICICIPRULI,https://mkt.in/static/mkt-icons/nifty100/ICICIPRULI.png,ICICI Prudential Life Insurance Company Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"ICICI Prudential Life Insurance Company Ltd carries on business of providing life insurance, pensions and health insurance products to individuals and groups. The business is conducted in participating, non-participating and unit linked lines of business. These products are distributed through individual agents, corporate agents, banks, brokers, sales force and company's website.[1]

It is promoted by ICICI Bank and Prudential Corporation :-

ICICI Bank (51% stake)[2] - The company is a part of ICICI Bank Ltd which is the 2nd largest private bank in India. It offers a diversified range of products and services to retail, SME and corporate customers.[3]

Prudential Plc (22% stake) - It is a British multinational insurance company based in London, England. It is the largest UK life insurer in Asia with presence in India, China, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Philippines and other Asian countries. It is also present in African subcontinent in Nigeria, Ghana, Togo and other countries.[4]

",https://www.iciciprulife.com/,https://www.nseindia.com/get-quotes/equity?symbol=ICICIPRULI,https://www.bseindia.com/stock-share-price/icici-prudential-life-insurance-company-ltd/ICICIPRULI/540133/,10.0,80.0,8.75,8.07,573.0,ICICIPRULI,Mar 2024,0.9400000000000001,-1829.0,7.73,0.109,31.0215,0.302,105.0,7420.0,6.0,0.7637,10.0,1200.0,-7315.0,14.674823654977477,-5.108172309071057,37.8,2024.0,276,ICICIPRULI,2024,1596987.55,2014403.87,20.83,12.38,22.57,0.35
INDIGO,"https://rb.gy/rv6gr8
",Interglobe Aviation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINDIGO,"Interglobe Aviation Ltd (Indigo) is India's largest passenger airline operating as a low-cost carrier. Serving 86 destinations including 24 international destinations, it provides passengers with a simple, unbundled product, fulfilling its singular brand promise of providing \""low fares, on-time flights, and a courteous and hassle-free service\"" to its customers. IndiGo commenced operations in August 2006 with a single aircraft and has grown its fleet to 262 aircrafts.",http://www.goindigo.in/,https://www.nseindia.com/get-quotes/equity?symbol=INDIGO,https://www.bseindia.com/stock-share-price/interglobe-aviation-ltd/INDIGO/539448/,10.0,97.0,24.5,,1184.0,INDIGO,Mar 2024,11.85,16331.0,892.57,0.0186,22.6126,56.3863,9424.0,11759.0,212.0,1.9062,0.0,17.0,21183.0,20.083457250362848,23.700547063638933,91.76,2024.0,282,INDIGO,2024,1040632.92,1061542.29,76.23,7.87,24.64,4.27
INDUSINDBK,https://mkt.in/static/mkt-icons/nifty100/INDUSINDBK.png,IndusInd Bank Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"IndusInd Bank Limited was incorporated in 1994 as a commercial bank under the Banking Regulation Act, 1949. The Bank is publicly held",https://www.indusind.com/in/en/personal.html,https://www.nseindia.com/get-quotes/equity?symbol=INDUSINDBK,https://www.bseindia.com/stock-share-price/indusind-bank-ltd/INDUSINDBK/532187/,10.0,807.0,7.93,15.2,585.0,INDUSINDBK,Mar 2024,19.56,2978.0,14.25,6.8857,1.8795,0.0888,-17468.0,625.0,115.0,8.0716,14.0,432404.0,-16843.0,18.634724097261078,21.3924298826202,72.44,2024.0,288,INDUSINDBK,2024,1807433.12,1674611.06,8.99,3.7,28.79,1.42
INFY,https://images.5paisa.com/MarketIcons/INFY.png,Infosys Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AINFY,"Infosys Ltd provides consulting, technology, outsourcing and next-generation digital services to enable clients to execute strategies for their digital transformation",http://www.infosys.com/,https://www.nseindia.com/get-quotes/equity?symbol=INFY,https://www.bseindia.com/stock-share-price/infosys-ltd/INFY/500209/,5.0,218.0,40.0,31.8,597.0,INFY,Mar 2024,17.08,24.0,29.79,0.0949,87.5234,1.1298,20117.0,5093.0,63.0,4.2548,,8359.0,25210.0,12.925778520018305,9.754152854304344,79.29,2024.0,294,INFY,2024,1112279.92,1372029.68,35.99,8.97,36.7,4.1
IOC,https://mkt.in/static/mkt-icons/nifty100/IOC.png,"Indian Oil Corporation
",https://in.tradingview.com/chart/?symbol=NSE%3AIOC,"Indian Oil Corporation Limited, trading as IndianOil, is an Indian multinational oil and gas company under the ownership of Government of India and administrative control of the Ministry of Petroleum and Natural Gas.",https://www.iocl.com/,https://www.nseindia.com/get-quotes/equity?symbol=IOC,https://www.bseindia.com/stock-share-price/indian-oil-corporation-ltd/ioc/530965/,10.0,129.0,21.31,25.44,609.0,IOC,Mar 2024,5.56,10.0,23.53,0.7231,10.2823,1.6084,39635.0,31464.0,30.0,1.3318,40.0,132628.0,71099.0,4.836190767394699,25.24970800474813,65.31,2024.0,300,IOC,2024,1418164.33,1786391.89,28.61,4.24,33.71,1.25
IRCTC,https://mkt.in/static/mkt-icons/nifty100/IRCTC.png,Indian Railway Catering & Tourism Corporation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AIRCTC,"Incorporated in 1999, IRCTC is a Mini Ratna (Category 1, Central Public Sector Enterprises ) and the only company authorized by the Indian government to provide online railway tickets, catering services, and packaged drinking water
at railway stations and trains in India",http://www.irctc.com/,https://www.nseindia.com/get-quotes/equity?symbol=IRCTC,https://www.bseindia.com/stock-share-price/indian-railway-catering-tourism-corporation-ltd/IRCTC/542830/,2.0,44.0,53.8,40.4,619.0,IRCTC,Mar 2024,26.02,34.0,34.4,0.0186,82.7368,0.701,667.0,215.0,14.0,2.0187,47.0,60.0,882.0,16.75656887152892,26.81198686210522,96.66,2024.0,306,IRCTC,2024,1258520.29,1473943.68,60.44,5.74,32.47,1.08
IRFC,https://mkt.in/static/mkt-icons/nifty100/IRFC.png,Indian Railway Finance Corporation Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AIRFC,"Incorporated in 1986, Indian Railway Finance Corporation borrows funds from the financial markets to finance the acquisition / creation of assets which are then leased out to the Indian Railways as finance lease",https://irfc.co.in/,https://www.nseindia.com/get-quotes/equity?symbol=IRFC,https://www.bseindia.com/stock-share-price/indian-railway-finance-corporation-ltd/IRFC/543257/,10.0,39.0,5.73,13.7,628.0,IRFC,Mar 2024,24.06,100.0,13.04,8.3784,1.3195,0.0549,7906.0,8.0,5.0,0.3763,31.0,412039.0,7914.0,15.328974691952645,25.611489241274054,68.37,2024.0,312,IRFC,2024,2618348.58,2449260.08,9.81,3.91,16.66,2.82
ITC,https://mkt.in/static/mkt-icons/nifty100/ITC.png,"ITC Ltd
",https://in.tradingview.com/chart/?symbol=ITC,"ITC Limited is an Indian conglomerate, headquartered in Kolkata. It has a presence across six business segments, namely FMCG, hotels, agribusiness, information technology, paper products, and packaging.",https://www.itcportal.com/,https://www.nseindia.com/get-quotes/equity?symbol=ITC,https://www.bseindia.com/stock-share-price/itc-ltd/itc/500875/,1.0,60.0,34.76,29.47,640.0,ITC,Mar 2024,29.28,37.0,27.85,0.0041,362.9625,0.7723,18742.0,1563.0,16.0,5.9701,84.0,303.0,17179.0,7.612806258058069,9.425931069584559,77.02,2024.0,318,ITC,2024,332245.58,369131.93,47.85,3.24,17.19,4.26
JINDALSTEL,https://mkt.in/static/mkt-icons/nifty100/JINDALSTEL.png,Jindal Steel & Power Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJINDALSTEL,"Jindal Steel & Power Ltd is one of the India's leading steel producers with significant presence in sectors like mining and power generation. The group has global presence through subsidiaries, mainly in Australia, Botswana, Indonesia, Mauritius, Mozambique, Madagascar, Namibia, South Africa, Tanzania and Zambia",http://www.jindalsteelpower.com/,https://www.nseindia.com/get-quotes/equity?symbol=JINDALSTEL,https://www.bseindia.com/stock-share-price/jindal-steel-power-ltd/JINDALSTEL/532286/,1.0,464.0,13.2,14.1,652.0,JINDALSTEL,Mar 2024,11.8,20.0,13.41,0.3717,8.0046,0.64,-2336.0,8344.0,58.0,44.316,3.0,16472.0,6008.0,8.85233565621637,6.567875276514168,53.77,2024.0,324,JINDALSTEL,2024,396587.97,478682.44,77.64,5.73,20.22,1.9
JIOFIN,"https://mkt.in/static/mkt-icons/nifty100/JIOFIN.png
",Jio Financial Services Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJIOFIN,"Jio Financial Services Ltd is an Indian financial services company, based in Mumbai. Originally a subsidiary of Reliance Industries, it was demerged as an independent entity and listed on the Indian stock exchanges in August 2023.",https://www.jfs.in/,https://www.nseindia.com/get-quotes/equity?symbol=JIOFIN,https://bseindia.com/stock-share-price/jio-financial-services-ltd/jiofin/543940/,10.0,216.0,2.16,1.82,654.0,JIOFIN,Mar 2024,86.52,84.0,1.15,0.0,198.8,0.0128,763.0,1441.0,3.0,2.1903,0.0,0.0,-678.0,,,,2024.0,330,JIOFIN,2024,1401774.99,1814281.53,34.24,9.91,26.41,3.09
JSWENERGY,https://mkt.in/static/mkt-icons/nifty100/JSWENERGY.png,JSW Energy Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"JSW Energy Ltd and its subsidiaries are primarily engaged in the business of generation of power from its power assets located at Karnataka, Maharashtra, Nandyal and Salboni. It is the holding company for the JSW group's power business.
The company also has a JV company engaged in mining activities and an associate engaged in manufacturing of turbines.[1]

",https://www.jsw.in/,https://www.nseindia.com/get-quotes/equity?symbol=JSWENERGY,https://www.bseindia.com/stock-share-price/jsw-energy-ltd/JSWENERGY/533148/,10.0,160.0,8.59,8.4,666.0,JSWENERGY,Mar 2024,15.02,47.0,8.28,1.5156,2.8514,0.1988,-1963.0,8197.0,10.0,1.2695,19.0,31573.0,6234.0,2.3774029377553463,6.082124773909836,39.18,2024.0,336,JSWENERGY,2024,110870.53,124622.6,24.79,9.88,35.95,1.25
JSWSTEEL,https://mkt.in/static/mkt-icons/nifty100/JSWSTEEL.png,JSW Steel Ltd,https://in.tradingview.com/chart/?symbol=NSE%3AJSWSTEEL,JSW Steel Limited is an Indian multinational steel producer based in Mumbai and is a flagship company of the JSW Group.,https://www.jswsteel.in/,https://www.nseindia.com/get-quotes/equity?symbol=JSWSTEEL,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,1.0,326.0,13.36,11.66,678.0,JSWSTEEL,Mar 2024,5.13,16.0,11.55,1.1328,3.6591,0.7679,-2389.0,14467.0,36.0,25.4652,25.0,87984.0,12078.0,14.836415332434116,22.89617308834133,60.85,2024.0,342,JSWSTEEL,2024,2612646.38,3187328.18,69.27,4.37,35.49,2.94
KOTAKBANK,https://mkt.in/static/mkt-icons/nifty100/KOTAKBANK.png,"Kotak Mahindra Bank Ltd
",https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Kotak Mahindra Bank is a diversified financial services group providing a wide range of banking and financial services including Retail Banking, Treasury and Corporate Banking, Investment Banking, Stock Broking, Vehicle Finance, Advisory services, Asset Management, Life Insurance and General Insurance.[1]

",https://www.kotak.com/en/home.html,https://www.nseindia.com/get-quotes/equity?symbol=KOTAKBANK,https://www.bseindia.com/stock-share-price/kotak-mahindra-bank-ltd/KOTAKBANK/500247/,5.0,654.0,7.86,15.1,690.0,KOTAKBANK,Mar 2024,32.39,-13382.0,14.01,4.0037,1.2364,0.0733,6766.0,8919.0,92.0,13.0757,2.0,520374.0,15685.0,16.14663613994591,20.99701968825094,70.16,2024.0,348,KOTAKBANK,2024,430223.52,548886.13,32.9,1.15,15.52,1.51
LICI,https://mkt.in/static/mkt-icons/nifty100/LICI.png,Life Insurance Corporation of India,https://in.tradingview.com/chart/?symbol=NSE%3ALICI,Life Insurance Corporation of India is an Indian multinational public sector life insurance company headquartered in Mumbai,https://www.licindia.in/,https://www.nseindia.com/get-quotes/equity?symbol=LICI,https://www.bseindia.com/stock-share-price/life-insurance-corporation-of-india/lici/543526/,10.0,154.0,63.79,63.61,696.0,LICI,Mar 2024,4.84,4.0,49.45,0.0,371.9375,0.1591,853.0,25269.0,66.0,1.3083,15.0,0.0,26122.0,8.15986061977938,73.17556747076097,73.0,2024.0,354,LICI,2024,183583.67,205478.22,30.67,8.1,12.21,3.77
LODHA,https://rb.gy/b35o6u,Macrotech Developers Ltd,https://in.tradingview.com/chart/qGsydD2w/?symbol=NSE%3AAMBUJACEM.T0,"Macrotech Developers Ltd is primarily engaged in the business of real estate development. It is among the largest real estate developers in terms of presales and development pipeline in India with a presence in MMR, Pune and entered in Bengaluru market in Nov'23.[1]

",https://www.lodhagroup.com/,https://www.nseindia.com/get-quotes/equity?symbol=LODHA,https://www.bseindia.com/stock-share-price/macrotech-developers-ltd/LODHA/543287/,10.0,183.0,11.1,10.7,705.0,LODHA,Mar 2024,15.06,26.0,8.9,0.4407,5.6286,0.2186,-435.0,2947.0,16.0,1.7574,,7698.0,2512.0,15.211438898768993,17.48599487983833,69.45,2024.0,360,LODHA,2024,1209919.99,1301112.44,51.95,7.65,34.33,4.05
LT,https://mkt.in/static/mkt-icons/nifty100/LT.png,Larsen & Toubro Ltd,https://in.tradingview.com/chart/?symbol=NSE%3ALT,"Lithuania, officially the Republic of Lithuania, is a country in the Baltic region of Europe. It is one of three Baltic states and lies on the eastern shore of the Baltic Sea, bordered by Latvia to the north, Belarus to the east and south, Poland to the south, and the Russian semi-exclave of Kaliningrad Oblast to the southwest, with a maritime border with Sweden to the west. ",https://www.larsentoubro.com/,https://www.nseindia.com/get-quotes/equity?symbol=LT,https://www.bseindia.com/stock-share-price/larsen--toubro-ltd/lt/500510/,2.0,635.0,17.18,10.49,717.0,LT,Mar 2024,7.03,14.0,77.66999999999999,0.1035,3.5442,8.0276,20445.0,2179.0,95.0,66.7267,36.0,2071.0,18266.0,10.405310503196397,10.294879060950723,67.21,2024.0,366,LT,2024,1124597.5,1097873.76,30.8,2.48,16.63,1.26
LTIM,,LTIMindtree Ltd,https://mkt.in/static/mkt-icons/nifty100/ABB.png,"LTIMindtree Limited is an Indian multinational information technology services and consulting company based in Mumbai. A subsidiary of Larsen & Toubro, the company was incorporated in 1996 and employs more than 81,000 people",https://www.ltimindtree.com/,https://www.nseindia.com/get-quotes/equity?symbol=LTIM,https://www.bseindia.com/stock-share-price/ltimindtree-ltd/ltim/540005/,1.0,711.0,34.1,26.04,729.0,LTIM,Mar 2024,12.91,18.0,22.9,0.1035,31.9324,1.2895,1752.0,3918.0,155.0,66.7267,42.0,2071.0,5670.0,22.38122500495996,21.02441783355038,90.29,2024.0,372,LTIM,2024,1347046.9,1647384.23,64.52,2.38,18.9,4.43
M&M,https://mkt.in/static/mkt-icons/nifty100/M&M.png,"Mahindra & Mahindra Ltd
",https://in.tradingview.com/chart/?symbol=NSE%3AM&M=,"Mahindra & Mahindra is an Indian automobile manufacturing company headquartered in Mumbai, Maharashtra. It was established in 1945 as Mahindra & Mohammed and later renamed Mahindra & Mahindra.",https://auto.mahindra.com/,https://www.nseindia.com/get-quotes/equity?symbol=M&M,https://www.bseindia.com/stock-share-price/mahindra--mahindra-ltd/mm/500520/,5.0,567.0,26.98,17.99,741.0,M&M,Mar 2024,8.82,18.0,18.54,1.6414,3.7647,0.5925,-11245.0,5615.0,91.0,11.8833,21.0,108647.0,-5630.0,6.622689238448531,10.407854591201438,51.18,2024.0,378,M&M,2024,4173085.48,3837414.39,14.22,0.81,29.08,2.37
